Date	mean_cfs	Qual_Flag	Data_Source
03/18/2006	NA	255	WDL
03/19/2006	NA	255	WDL
03/20/2006	NA	255	WDL
03/21/2006	NA	255	WDL
03/22/2006	NA	255	WDL
03/23/2006	NA	255	WDL
03/24/2006	NA	255	WDL
03/25/2006	NA	255	WDL
03/26/2006	NA	255	WDL
03/27/2006	NA	255	WDL
03/28/2006	NA	255	WDL
03/29/2006	NA	255	WDL
03/30/2006	NA	255	WDL
03/31/2006	NA	255	WDL
04/01/2006	NA	255	WDL
04/02/2006	NA	255	WDL
04/03/2006	NA	255	WDL
04/04/2006	NA	255	WDL
04/05/2006	NA	255	WDL
04/06/2006	NA	255	WDL
04/07/2006	NA	255	WDL
04/08/2006	NA	255	WDL
04/09/2006	NA	255	WDL
04/10/2006	NA	255	WDL
04/11/2006	NA	255	WDL
04/12/2006	NA	255	WDL
04/13/2006	NA	255	WDL
04/14/2006	NA	255	WDL
04/15/2006	NA	255	WDL
04/16/2006	NA	255	WDL
04/17/2006	NA	255	WDL
04/18/2006	NA	255	WDL
04/19/2006	NA	255	WDL
04/20/2006	NA	255	WDL
04/21/2006	NA	255	WDL
04/22/2006	NA	255	WDL
04/23/2006	NA	255	WDL
04/24/2006	NA	255	WDL
04/25/2006	NA	255	WDL
04/26/2006	NA	255	WDL
04/27/2006	NA	255	WDL
04/28/2006	NA	255	WDL
04/29/2006	NA	255	WDL
04/30/2006	NA	255	WDL
05/01/2006	NA	255	WDL
05/02/2006	NA	255	WDL
05/03/2006	NA	255	WDL
05/04/2006	NA	255	WDL
05/05/2006	NA	255	WDL
05/06/2006	NA	255	WDL
05/07/2006	NA	255	WDL
05/08/2006	NA	255	WDL
05/09/2006	NA	255	WDL
05/10/2006	NA	255	WDL
05/11/2006	NA	255	WDL
05/12/2006	NA	255	WDL
05/13/2006	NA	255	WDL
05/14/2006	NA	255	WDL
05/15/2006	NA	255	WDL
05/16/2006	NA	255	WDL
05/17/2006	NA	255	WDL
05/18/2006	NA	255	WDL
05/19/2006	NA	255	WDL
05/20/2006	NA	255	WDL
05/21/2006	NA	255	WDL
05/22/2006	NA	255	WDL
05/23/2006	NA	255	WDL
05/24/2006	NA	255	WDL
05/25/2006	NA	255	WDL
05/26/2006	NA	255	WDL
05/27/2006	NA	255	WDL
05/28/2006	NA	255	WDL
05/29/2006	NA	255	WDL
05/30/2006	NA	255	WDL
05/31/2006	NA	255	WDL
06/01/2006	NA	255	WDL
06/02/2006	NA	255	WDL
06/03/2006	NA	255	WDL
06/04/2006	NA	255	WDL
06/05/2006	NA	255	WDL
06/06/2006	NA	255	WDL
06/07/2006	181	55	WDL
06/08/2006	166	1	WDL
06/09/2006	155	1	WDL
06/10/2006	142	1	WDL
06/11/2006	140	1	WDL
06/12/2006	147	1	WDL
06/13/2006	139	1	WDL
06/14/2006	125	1	WDL
06/15/2006	119	1	WDL
06/16/2006	115	1	WDL
06/17/2006	112	1	WDL
06/18/2006	106	1	WDL
06/19/2006	101	1	WDL
06/20/2006	93	1	WDL
06/21/2006	87	1	WDL
06/22/2006	77	1	WDL
06/23/2006	71	1	WDL
06/24/2006	69	1	WDL
06/25/2006	68	1	WDL
06/26/2006	63	1	WDL
06/27/2006	55	1	WDL
06/28/2006	54	1	WDL
06/29/2006	50	1	WDL
06/30/2006	48	1	WDL
07/01/2006	46	1	WDL
07/02/2006	44	1	WDL
07/03/2006	38	1	WDL
07/04/2006	37	1	WDL
07/05/2006	34	1	WDL
07/06/2006	31	1	WDL
07/07/2006	28	1	WDL
07/08/2006	26	1	WDL
07/09/2006	21	1	WDL
07/10/2006	18	1	WDL
07/11/2006	18	1	WDL
07/12/2006	17	1	WDL
07/13/2006	17	1	WDL
07/14/2006	16	1	WDL
07/15/2006	17	1	WDL
07/16/2006	16	1	WDL
07/17/2006	15	1	WDL
07/18/2006	11	1	WDL
07/19/2006	8.9	1	WDL
07/20/2006	8.6	1	WDL
07/21/2006	8.5	1	WDL
07/22/2006	8.6	1	WDL
07/23/2006	8.5	1	WDL
07/24/2006	8.4	1	WDL
07/25/2006	8.2	1	WDL
07/26/2006	8.6	1	WDL
07/27/2006	9.2	1	WDL
07/28/2006	9.4	1	WDL
07/29/2006	10	1	WDL
07/30/2006	10	1	WDL
07/31/2006	9.1	1	WDL
08/01/2006	8.7	1	WDL
08/02/2006	8.4	1	WDL
08/03/2006	8.3	1	WDL
08/04/2006	8.4	1	WDL
08/05/2006	8.5	1	WDL
08/06/2006	8.6	1	WDL
08/07/2006	8.5	1	WDL
08/08/2006	8.9	1	WDL
08/09/2006	8.7	1	WDL
08/10/2006	8.1	1	WDL
08/11/2006	7.9	1	WDL
08/12/2006	7.9	1	WDL
08/13/2006	7.7	1	WDL
08/14/2006	7.5	1	WDL
08/15/2006	7.5	1	WDL
08/16/2006	7.4	1	WDL
08/17/2006	7.2	1	WDL
08/18/2006	7	1	WDL
08/19/2006	7	1	WDL
08/20/2006	6.8	1	WDL
08/21/2006	6.5	1	WDL
08/22/2006	6.5	1	WDL
08/23/2006	6.4	1	WDL
08/24/2006	6.3	1	WDL
08/25/2006	6.2	1	WDL
08/26/2006	6	1	WDL
08/27/2006	5.7	1	WDL
08/28/2006	5.5	1	WDL
08/29/2006	5.5	1	WDL
08/30/2006	5.3	1	WDL
08/31/2006	5.2	1	WDL
09/01/2006	4.9	1	WDL
09/02/2006	4.9	1	WDL
09/03/2006	4.8	1	WDL
09/04/2006	4.7	1	WDL
09/05/2006	4.4	1	WDL
09/06/2006	4.2	1	WDL
09/07/2006	4.1	1	WDL
09/08/2006	4	1	WDL
09/09/2006	4	1	WDL
09/10/2006	3.9	1	WDL
09/11/2006	3.7	1	WDL
09/12/2006	3.6	1	WDL
09/13/2006	3.6	1	WDL
09/14/2006	3.5	1	WDL
09/15/2006	3.3	1	WDL
09/16/2006	3.4	1	WDL
09/17/2006	3.3	1	WDL
09/18/2006	3.1	1	WDL
09/19/2006	3.1	1	WDL
09/20/2006	3.1	1	WDL
09/21/2006	3.1	1	WDL
09/22/2006	3	1	WDL
09/23/2006	3	1	WDL
09/24/2006	3	1	WDL
09/25/2006	3	1	WDL
09/26/2006	3	1	WDL
09/27/2006	3	1	WDL
09/28/2006	3	1	WDL
09/29/2006	3	1	WDL
09/30/2006	3.1	1	WDL
10/01/2006	3.1	1	WDL
10/02/2006	3.1	1	WDL
10/03/2006	3.1	1	WDL
10/04/2006	3.4	1	WDL
10/05/2006	3.4	1	WDL
10/06/2006	3.4	1	WDL
10/07/2006	3.5	1	WDL
10/08/2006	3.3	1	WDL
10/09/2006	3.4	1	WDL
10/10/2006	3.4	1	WDL
10/11/2006	3.5	1	WDL
10/12/2006	3.6	1	WDL
10/13/2006	3.6	1	WDL
10/14/2006	3.7	1	WDL
10/15/2006	3.8	1	WDL
10/16/2006	4	1	WDL
10/17/2006	4.1	1	WDL
10/18/2006	4.6	1	WDL
10/19/2006	6.1	1	WDL
10/20/2006	5.7	1	WDL
10/21/2006	5.9	1	WDL
10/22/2006	5.9	1	WDL
10/23/2006	4.6	1	WDL
10/24/2006	2.7	1	WDL
10/25/2006	2.9	1	WDL
10/26/2006	2.9	1	WDL
10/27/2006	2.9	1	WDL
10/28/2006	2.9	1	WDL
10/29/2006	3.1	1	WDL
10/30/2006	3.4	1	WDL
10/31/2006	4.6	1	WDL
11/01/2006	6.3	1	WDL
11/02/2006	6.9	1	WDL
11/03/2006	7.7	1	WDL
11/04/2006	8.3	1	WDL
11/05/2006	9.7	1	WDL
11/06/2006	9.8	1	WDL
11/07/2006	11	1	WDL
11/08/2006	16	1	WDL
11/09/2006	11	1	WDL
11/10/2006	11	1	WDL
11/11/2006	16	1	WDL
11/12/2006	18	1	WDL
11/13/2006	56	55	WDL
11/14/2006	99	55	WDL
11/15/2006	44	1	WDL
11/16/2006	159	55	WDL
11/17/2006	68	1	WDL
11/18/2006	45	1	WDL
11/19/2006	38	1	WDL
11/20/2006	116	1	WDL
11/21/2006	67	1	WDL
11/22/2006	56	1	WDL
11/23/2006	50	1	WDL
11/24/2006	43	1	WDL
11/25/2006	38	1	WDL
11/26/2006	38	1	WDL
11/27/2006	36	1	WDL
11/28/2006	34	1	WDL
11/29/2006	32	1	WDL
11/30/2006	31	1	WDL
12/01/2006	33	1	WDL
12/02/2006	31	1	WDL
12/03/2006	30	1	WDL
12/04/2006	30	1	WDL
12/05/2006	30	1	WDL
12/06/2006	31	1	WDL
12/07/2006	31	1	WDL
12/08/2006	32	1	WDL
12/09/2006	35	1	WDL
12/10/2006	37	1	WDL
12/11/2006	49	1	WDL
12/12/2006	190	55	WDL
12/13/2006	NA	151	WDL
12/14/2006	NA	255	WDL
12/15/2006	NA	255	WDL
12/16/2006	259	55	WDL
12/17/2006	178	55	WDL
12/18/2006	156	1	WDL
12/19/2006	133	1	WDL
12/20/2006	112	1	WDL
12/21/2006	142	1	WDL
12/22/2006	121	1	WDL
12/23/2006	125	1	WDL
12/24/2006	129	1	WDL
12/25/2006	NA	151	WDL
12/26/2006	NA	255	WDL
12/27/2006	NA	255	WDL
12/28/2006	261	55	WDL
12/29/2006	196	55	WDL
12/30/2006	172	1	WDL
12/31/2006	147	1	WDL
01/01/2007	142	1	WDL
01/02/2007	127	1	WDL
01/03/2007	NA	151	WDL
01/04/2007	NA	255	WDL
01/05/2007	309	55	WDL
01/06/2007	241	55	WDL
01/07/2007	200	55	WDL
01/08/2007	173	1	WDL
01/09/2007	156	1	WDL
01/10/2007	145	1	WDL
01/11/2007	128	1	WDL
01/12/2007	118	1	WDL
01/13/2007	99	1	WDL
01/14/2007	93	1	WDL
01/15/2007	88	1	WDL
01/16/2007	84	1	WDL
01/17/2007	80	1	WDL
01/18/2007	76	1	WDL
01/19/2007	74	1	WDL
01/20/2007	72	1	WDL
01/21/2007	68	1	WDL
01/22/2007	66	1	WDL
01/23/2007	64	1	WDL
01/24/2007	62	1	WDL
01/25/2007	61	1	WDL
01/26/2007	59	1	WDL
01/27/2007	58	1	WDL
01/28/2007	56	1	WDL
01/29/2007	54	1	WDL
01/30/2007	53	1	WDL
01/31/2007	52	1	WDL
02/01/2007	51	1	WDL
02/02/2007	49	1	WDL
02/03/2007	49	1	WDL
02/04/2007	48	1	WDL
02/05/2007	49	1	WDL
02/06/2007	50	1	WDL
02/07/2007	52	1	WDL
02/08/2007	59	1	WDL
02/09/2007	66	1	WDL
02/10/2007	71	1	WDL
02/11/2007	105	1	WDL
02/12/2007	92	1	WDL
02/13/2007	83	1	WDL
02/14/2007	78	1	WDL
02/15/2007	84	1	WDL
02/16/2007	88	1	WDL
02/17/2007	90	1	WDL
02/18/2007	84	1	WDL
02/19/2007	78	1	WDL
02/20/2007	76	1	WDL
02/21/2007	82	1	WDL
02/22/2007	80	1	WDL
02/23/2007	75	1	WDL
02/24/2007	79	1	WDL
02/25/2007	84	1	WDL
02/26/2007	81	1	WDL
02/27/2007	78	1	WDL
02/28/2007	74	1	WDL
03/01/2007	73	1	WDL
03/02/2007	72	1	WDL
03/03/2007	76	1	WDL
03/04/2007	85	1	WDL
03/05/2007	93	1	WDL
03/06/2007	102	1	WDL
03/07/2007	118	1	WDL
03/08/2007	132	1	WDL
03/09/2007	129	1	WDL
03/10/2007	127	1	WDL
03/11/2007	139	1	WDL
03/12/2007	186	55	WDL
03/13/2007	224	55	WDL
03/14/2007	221	55	WDL
03/15/2007	205	55	WDL
03/16/2007	208	55	WDL
03/17/2007	230	55	WDL
03/18/2007	230	55	WDL
03/19/2007	219	55	WDL
03/20/2007	210	55	WDL
03/21/2007	186	55	WDL
03/22/2007	162	1	WDL
03/23/2007	153	1	WDL
03/24/2007	159	1	WDL
03/25/2007	176	55	WDL
03/26/2007	171	1	WDL
03/27/2007	150	1	WDL
03/28/2007	135	1	WDL
03/29/2007	126	1	WDL
03/30/2007	123	1	WDL
03/31/2007	128	1	WDL
04/01/2007	130	1	WDL
04/02/2007	120	1	WDL
04/03/2007	112	1	WDL
04/04/2007	107	1	WDL
04/05/2007	110	1	WDL
04/06/2007	123	1	WDL
04/07/2007	152	1	WDL
04/08/2007	134	1	WDL
04/09/2007	133	1	WDL
04/10/2007	106	1	WDL
04/11/2007	100	1	WDL
04/12/2007	92	1	WDL
04/13/2007	83	1	WDL
04/14/2007	84	1	WDL
04/15/2007	75	1	WDL
04/16/2007	71	1	WDL
04/17/2007	78	1	WDL
04/18/2007	72	1	WDL
04/19/2007	70	1	WDL
04/20/2007	70	1	WDL
04/21/2007	76	1	WDL
04/22/2007	74	1	WDL
04/23/2007	63	1	WDL
04/24/2007	65	1	WDL
04/25/2007	67	1	WDL
04/26/2007	64	1	WDL
04/27/2007	66	1	WDL
04/28/2007	76	1	WDL
04/29/2007	83	1	WDL
04/30/2007	86	1	WDL
05/01/2007	92	1	WDL
05/02/2007	125	1	WDL
05/03/2007	96	1	WDL
05/04/2007	83	1	WDL
05/05/2007	76	1	WDL
05/06/2007	77	1	WDL
05/07/2007	101	1	WDL
05/08/2007	115	1	WDL
05/09/2007	119	1	WDL
05/10/2007	115	1	WDL
05/11/2007	104	1	WDL
05/12/2007	97	1	WDL
05/13/2007	88	1	WDL
05/14/2007	82	1	WDL
05/15/2007	85	1	WDL
05/16/2007	86	1	WDL
05/17/2007	85	1	WDL
05/18/2007	80	1	WDL
05/19/2007	77	1	WDL
05/20/2007	71	1	WDL
05/21/2007	65	1	WDL
05/22/2007	60	1	WDL
05/23/2007	54	1	WDL
05/24/2007	50	1	WDL
05/25/2007	52	1	WDL
05/26/2007	54	1	WDL
05/27/2007	53	1	WDL
05/28/2007	48	1	WDL
05/29/2007	43	1	WDL
05/30/2007	44	1	WDL
05/31/2007	44	2	WDL
06/01/2007	41	2	WDL
06/02/2007	41	2	WDL
06/03/2007	40	2	WDL
06/04/2007	42	2	WDL
06/05/2007	49	2	WDL
06/06/2007	45	2	WDL
06/07/2007	40	2	WDL
06/08/2007	35	1	WDL
06/09/2007	33	1	WDL
06/10/2007	37	1	WDL
06/11/2007	36	1	WDL
06/12/2007	32	1	WDL
06/13/2007	31	1	WDL
06/14/2007	31	1	WDL
06/15/2007	30	1	WDL
06/16/2007	28	1	WDL
06/17/2007	27	1	WDL
06/18/2007	24	1	WDL
06/19/2007	22	1	WDL
06/20/2007	20	1	WDL
06/21/2007	19	1	WDL
06/22/2007	17	1	WDL
06/23/2007	17	1	WDL
06/24/2007	18	1	WDL
06/25/2007	17	1	WDL
06/26/2007	16	1	WDL
06/27/2007	16	1	WDL
06/28/2007	16	1	WDL
06/29/2007	16	1	WDL
06/30/2007	15	1	WDL
07/01/2007	14	1	WDL
07/02/2007	12	1	WDL
07/03/2007	11	1	WDL
07/04/2007	10	1	WDL
07/05/2007	9.2	1	WDL
07/06/2007	9.2	1	WDL
07/07/2007	9.9	1	WDL
07/08/2007	10	1	WDL
07/09/2007	10	1	WDL
07/10/2007	9.3	1	WDL
07/11/2007	9.2	1	WDL
07/12/2007	8.7	1	WDL
07/13/2007	7.7	1	WDL
07/14/2007	6.8	1	WDL
07/15/2007	6.1	1	WDL
07/16/2007	5.9	1	WDL
07/17/2007	5.8	1	WDL
07/18/2007	5.7	1	WDL
07/19/2007	5.6	1	WDL
07/20/2007	5.5	1	WDL
07/21/2007	5.3	1	WDL
07/22/2007	5.2	1	WDL
07/23/2007	5.2	1	WDL
07/24/2007	5.2	1	WDL
07/25/2007	5.3	1	WDL
07/26/2007	4.9	1	WDL
07/27/2007	4.9	1	WDL
07/28/2007	4.7	1	WDL
07/29/2007	4.4	1	WDL
07/30/2007	4.2	1	WDL
07/31/2007	4.1	1	WDL
08/01/2007	4	1	WDL
08/02/2007	3.9	1	WDL
08/03/2007	4	1	WDL
08/04/2007	3.9	1	WDL
08/05/2007	3.7	1	WDL
08/06/2007	3.8	1	WDL
08/07/2007	3.8	1	WDL
08/08/2007	3.7	1	WDL
08/09/2007	3.6	1	WDL
08/10/2007	3.5	1	WDL
08/11/2007	3.5	1	WDL
08/12/2007	3.4	1	WDL
08/13/2007	3.4	1	WDL
08/14/2007	3.5	1	WDL
08/15/2007	3.5	1	WDL
08/16/2007	3.3	1	WDL
08/17/2007	3.1	1	WDL
08/18/2007	2.9	1	WDL
08/19/2007	2.8	2	WDL
08/20/2007	2.6	2	WDL
08/21/2007	2.3	2	WDL
08/22/2007	2.2	2	WDL
08/23/2007	2.2	2	WDL
08/24/2007	2.1	2	WDL
08/25/2007	1.9	2	WDL
08/26/2007	2	2	WDL
08/27/2007	2.2	2	WDL
08/28/2007	2.2	2	WDL
08/29/2007	2	2	WDL
08/30/2007	2	2	WDL
08/31/2007	1.8	2	WDL
09/01/2007	1.7	2	WDL
09/02/2007	1.6	2	WDL
09/03/2007	1.9	2	WDL
09/04/2007	1.9	2	WDL
09/05/2007	1.5	2	WDL
09/06/2007	1.4	2	WDL
09/07/2007	1.4	2	WDL
09/08/2007	1.3	2	WDL
09/09/2007	1.2	2	WDL
09/10/2007	1	2	WDL
09/11/2007	0.8	2	WDL
09/12/2007	0.8	2	WDL
09/13/2007	0.7	2	WDL
09/14/2007	0.8	2	WDL
09/15/2007	0.8	2	WDL
09/16/2007	0.7	2	WDL
09/17/2007	0.6	2	WDL
09/18/2007	0.7	2	WDL
09/19/2007	0.8	2	WDL
09/20/2007	0.7	2	WDL
09/21/2007	0.7	2	WDL
09/22/2007	0.6	2	WDL
09/23/2007	0.6	2	WDL
09/24/2007	0.5	2	WDL
09/25/2007	0.5	2	WDL
09/26/2007	0.5	2	WDL
09/27/2007	0.6	2	WDL
09/28/2007	0.6	2	WDL
09/29/2007	0.5	2	WDL
09/30/2007	0.7	2	WDL
10/01/2007	0.7	2	WDL
10/02/2007	0.7	2	WDL
10/03/2007	0.8	2	WDL
10/04/2007	0.8	2	WDL
10/05/2007	0.9	2	WDL
10/06/2007	1	2	WDL
10/07/2007	1	2	WDL
10/08/2007	1.2	2	WDL
10/09/2007	1.2	2	WDL
10/10/2007	1.4	2	WDL
10/11/2007	1.8	2	WDL
10/12/2007	1.7	2	WDL
10/13/2007	1.4	2	WDL
10/14/2007	1.7	2	WDL
10/15/2007	1.9	2	WDL
10/16/2007	2.2	2	WDL
10/17/2007	2.5	2	WDL
10/18/2007	2.7	2	WDL
10/19/2007	NA	151	WDL
10/20/2007	75	2	WDL
10/21/2007	36	2	WDL
10/22/2007	27	2	WDL
10/23/2007	26	2	WDL
10/24/2007	23	2	WDL
10/25/2007	21	2	WDL
10/26/2007	20	2	WDL
10/27/2007	19	2	WDL
10/28/2007	17	2	WDL
10/29/2007	16	2	WDL
10/30/2007	18	2	WDL
10/31/2007	16	2	WDL
11/01/2007	12	2	WDL
11/02/2007	11	2	WDL
11/03/2007	12	2	WDL
11/04/2007	11	2	WDL
11/05/2007	11	2	WDL
11/06/2007	11	2	WDL
11/07/2007	11	2	WDL
11/08/2007	11	2	WDL
11/09/2007	11	1	WDL
11/10/2007	11	1	WDL
11/11/2007	12	1	WDL
11/12/2007	13	1	WDL
11/13/2007	46	1	WDL
11/14/2007	31	1	WDL
11/15/2007	24	1	WDL
11/16/2007	21	1	WDL
11/17/2007	29	1	WDL
11/18/2007	58	1	WDL
11/19/2007	53	1	WDL
11/20/2007	42	1	WDL
11/21/2007	36	1	WDL
11/22/2007	32	1	WDL
11/23/2007	29	1	WDL
11/24/2007	26	1	WDL
11/25/2007	24	1	WDL
11/26/2007	20	1	WDL
11/27/2007	20	1	WDL
11/28/2007	18	1	WDL
11/29/2007	18	1	WDL
11/30/2007	17	1	WDL
12/01/2007	17	1	WDL
12/02/2007	17	1	WDL
12/03/2007	71	55	WDL
12/04/2007	187	55	WDL
12/05/2007	84	1	WDL
12/06/2007	64	1	WDL
12/07/2007	54	1	WDL
12/08/2007	46	1	WDL
12/09/2007	40	1	WDL
12/10/2007	37	1	WDL
12/11/2007	33	1	WDL
12/12/2007	31	1	WDL
12/13/2007	30	1	WDL
12/14/2007	28	1	WDL
12/15/2007	27	1	WDL
12/16/2007	26	1	WDL
12/17/2007	27	1	WDL
12/18/2007	35	1	WDL
12/19/2007	38	1	WDL
12/20/2007	47	1	WDL
12/21/2007	40	1	WDL
12/22/2007	36	1	WDL
12/23/2007	38	1	WDL
12/24/2007	76	1	WDL
12/25/2007	62	1	WDL
12/26/2007	52	1	WDL
12/27/2007	47	1	WDL
12/28/2007	45	1	WDL
12/29/2007	44	1	WDL
12/30/2007	43	1	WDL
12/31/2007	39	1	WDL
01/01/2008	37	1	WDL
01/02/2008	36	1	WDL
01/03/2008	39	1	WDL
01/04/2008	91	1	WDL
01/05/2008	92	1	WDL
01/06/2008	77	1	WDL
01/07/2008	67	1	WDL
01/08/2008	67	1	WDL
01/09/2008	62	1	WDL
01/10/2008	66	1	WDL
01/11/2008	65	1	WDL
01/12/2008	66	1	WDL
01/13/2008	69	1	WDL
01/14/2008	63	1	WDL
01/15/2008	60	1	WDL
01/16/2008	53	1	WDL
01/17/2008	49	1	WDL
01/18/2008	47	1	WDL
01/19/2008	46	1	WDL
01/20/2008	46	1	WDL
01/21/2008	45	1	WDL
01/22/2008	41	1	WDL
01/23/2008	37	1	WDL
01/24/2008	38	1	WDL
01/25/2008	37	1	WDL
01/26/2008	38	1	WDL
01/27/2008	38	1	WDL
01/28/2008	38	1	WDL
01/29/2008	39	1	WDL
01/30/2008	40	1	WDL
01/31/2008	46	1	WDL
02/01/2008	46	1	WDL
02/02/2008	44	1	WDL
02/03/2008	50	1	WDL
02/04/2008	46	1	WDL
02/05/2008	43	1	WDL
02/06/2008	43	1	WDL
02/07/2008	44	1	WDL
02/08/2008	44	1	WDL
02/09/2008	44	1	WDL
02/10/2008	44	1	WDL
02/11/2008	44	1	WDL
02/12/2008	45	1	WDL
02/13/2008	48	1	WDL
02/14/2008	47	1	WDL
02/15/2008	46	1	WDL
02/16/2008	48	1	WDL
02/17/2008	50	1	WDL
02/18/2008	53	1	WDL
02/19/2008	56	1	WDL
02/20/2008	59	1	WDL
02/21/2008	61	1	WDL
02/22/2008	62	1	WDL
02/23/2008	61	1	WDL
02/24/2008	64	1	WDL
02/25/2008	68	1	WDL
02/26/2008	69	1	WDL
02/27/2008	73	1	WDL
02/28/2008	77	1	WDL
02/29/2008	86	1	WDL
03/01/2008	100	1	WDL
03/02/2008	99	1	WDL
03/03/2008	95	1	WDL
03/04/2008	92	1	WDL
03/05/2008	88	1	WDL
03/06/2008	85	1	WDL
03/07/2008	81	1	WDL
03/08/2008	79	1	WDL
03/09/2008	80	1	WDL
03/10/2008	88	1	WDL
03/11/2008	113	1	WDL
03/12/2008	122	1	WDL
03/13/2008	131	1	WDL
03/14/2008	131	1	WDL
03/15/2008	121	1	WDL
03/16/2008	109	1	WDL
03/17/2008	101	1	WDL
03/18/2008	110	1	WDL
03/19/2008	131	1	WDL
03/20/2008	128	1	WDL
03/21/2008	117	1	WDL
03/22/2008	110	1	WDL
03/23/2008	108	1	WDL
03/24/2008	126	1	WDL
03/25/2008	134	1	WDL
03/26/2008	129	1	WDL
03/27/2008	117	1	WDL
03/28/2008	111	1	WDL
03/29/2008	103	1	WDL
03/30/2008	96	1	WDL
03/31/2008	90	1	WDL
04/01/2008	85	1	WDL
04/02/2008	82	1	WDL
04/03/2008	81	1	WDL
04/04/2008	84	1	WDL
04/05/2008	83	1	WDL
04/06/2008	82	1	WDL
04/07/2008	77	1	WDL
04/08/2008	74	1	WDL
04/09/2008	70	1	WDL
04/10/2008	68	1	WDL
04/11/2008	73	1	WDL
04/12/2008	87	1	WDL
04/13/2008	121	1	WDL
04/14/2008	161	1	WDL
04/15/2008	138	1	WDL
04/16/2008	118	1	WDL
04/17/2008	119	1	WDL
04/18/2008	138	1	WDL
04/19/2008	143	1	WDL
04/20/2008	124	1	WDL
04/21/2008	107	1	WDL
04/22/2008	104	1	WDL
04/23/2008	93	1	WDL
04/24/2008	79	1	WDL
04/25/2008	78	1	WDL
04/26/2008	86	1	WDL
04/27/2008	117	1	WDL
04/28/2008	163	55	WDL
04/29/2008	181	55	WDL
04/30/2008	145	1	WDL
05/01/2008	122	1	WDL
05/02/2008	115	1	WDL
05/03/2008	122	1	WDL
05/04/2008	138	1	WDL
05/05/2008	158	55	WDL
05/06/2008	206	55	WDL
05/07/2008	221	55	WDL
05/08/2008	195	55	WDL
05/09/2008	183	55	WDL
05/10/2008	182	55	WDL
05/11/2008	204	55	WDL
05/12/2008	177	55	WDL
05/13/2008	174	55	WDL
05/14/2008	229	55	WDL
05/15/2008	NA	151	WDL
05/16/2008	NA	255	WDL
05/17/2008	NA	255	WDL
05/18/2008	NA	255	WDL
05/19/2008	NA	255	WDL
05/20/2008	NA	255	WDL
05/21/2008	276	55	WDL
05/22/2008	221	55	WDL
05/23/2008	190	55	WDL
05/24/2008	165	1	WDL
05/25/2008	153	1	WDL
05/26/2008	162	1	WDL
05/27/2008	174	55	WDL
05/28/2008	202	55	WDL
05/29/2008	183	55	WDL
05/30/2008	172	55	WDL
05/31/2008	180	55	WDL
06/01/2008	170	1	WDL
06/02/2008	153	1	WDL
06/03/2008	169	1	WDL
06/04/2008	156	1	WDL
06/05/2008	134	1	WDL
06/06/2008	121	1	WDL
06/07/2008	114	1	WDL
06/08/2008	110	1	WDL
06/09/2008	114	1	WDL
06/10/2008	108	1	WDL
06/11/2008	93	1	WDL
06/12/2008	86	1	WDL
06/13/2008	85	1	WDL
06/14/2008	93	1	WDL
06/15/2008	96	1	WDL
06/16/2008	95	1	WDL
06/17/2008	91	1	WDL
06/18/2008	80	1	WDL
06/19/2008	75	1	WDL
06/20/2008	69	1	WDL
06/21/2008	69	1	WDL
06/22/2008	63	1	WDL
06/23/2008	57	1	WDL
06/24/2008	53	1	WDL
06/25/2008	50	1	WDL
06/26/2008	48	1	WDL
06/27/2008	49	1	WDL
06/28/2008	51	1	WDL
06/29/2008	51	1	WDL
06/30/2008	42	1	WDL
07/01/2008	38	1	WDL
07/02/2008	36	1	WDL
07/03/2008	34	1	WDL
07/04/2008	33	1	WDL
07/05/2008	30	1	WDL
07/06/2008	26	1	WDL
07/07/2008	22	1	WDL
07/08/2008	22	1	WDL
07/09/2008	24	1	WDL
07/10/2008	23	1	WDL
07/11/2008	23	1	WDL
07/12/2008	21	1	WDL
07/13/2008	18	1	WDL
07/14/2008	16	1	WDL
07/15/2008	15	1	WDL
07/16/2008	15	1	WDL
07/17/2008	12	1	WDL
07/18/2008	12	1	WDL
07/19/2008	14	1	WDL
07/20/2008	14	1	WDL
07/21/2008	13	1	WDL
07/22/2008	8.9	1	WDL
07/23/2008	5.8	1	WDL
07/24/2008	3.7	1	WDL
07/25/2008	1.9	1	WDL
07/26/2008	1.4	1	WDL
07/27/2008	1.3	1	WDL
07/28/2008	1.3	1	WDL
07/29/2008	1.4	1	WDL
07/30/2008	1.5	1	WDL
07/31/2008	1.4	1	WDL
08/01/2008	1.3	1	WDL
08/02/2008	1.1	1	WDL
08/03/2008	1.2	1	WDL
08/04/2008	1.2	1	WDL
08/05/2008	1.3	1	WDL
08/06/2008	1.3	1	WDL
08/07/2008	1.4	1	WDL
08/08/2008	1.7	1	WDL
08/09/2008	1.4	1	WDL
08/10/2008	1.3	1	WDL
08/11/2008	1.2	1	WDL
08/12/2008	1.1	1	WDL
08/13/2008	0.9	1	WDL
08/14/2008	0.8	1	WDL
08/15/2008	0.8	1	WDL
08/16/2008	0.8	1	WDL
08/17/2008	0.8	1	WDL
08/18/2008	0.8	1	WDL
08/19/2008	0.8	1	WDL
08/20/2008	0.8	1	WDL
08/21/2008	0.8	1	WDL
08/22/2008	0.8	1	WDL
08/23/2008	0.8	1	WDL
08/24/2008	0.8	1	WDL
08/25/2008	0.8	1	WDL
08/26/2008	0.9	1	WDL
08/27/2008	0.9	1	WDL
